Original	Translation
a37a3d09118edc88	"Desbloqueia o título de herói ""Cão Principal de Qinghe""."
f8728b2ac9619c97	Diamante
765c66c3734b4107	Escutem! Vou recompensar cada um de vocês com cinco pãezinhos!
47dae99e7201b423	Um discípulo da Sombra de Veludo, que se apresenta no Pavilhão Tanchun e aspira conquistar os primeiros lugares na competição musical.
609c54c29d4bbdb8	Sete Sofrimentos: Doença
874631a2ea8d3bd2	Pavilhão do Vento Leste
0d6c972e66c395d5	Nome Respeitado
8b5c2e3fba999061	Arte Interna Passiva
50d6c1197e411cd8	Capitão, foi um dia difícil — deixe a gente mergulhar só mais um pouco...
2af94860fd60e78a	Libere Artes Místicas #YCelestial Seize#E para obter o item alvo
3e25fed14fafdb81	Complete 8 Campanhas ou Histórias Secundárias ({0}/8)
613b90c37083efae	Quer um pedaço, amigo?
05a816de3171473f	Durante aquela grande fome, o Imperador sacrificou seu povo para sobreviver. Você e eu decidimos então: leis e ensinamentos morais nunca removem o mal dos corações.
5115f18586658bcb	$T(1)! Pegue uma tigela de carne ensopada!
cae9ad406bdb7848	Este corpo... há um corte profundo no ombro. Tio Cui uma vez tomou uma lâmina destinada ao meu pai, que o atingiu exatamente nesse local. Este caixão... é ele. É o Tio Cui.
4dec7ca448900fd4	Dona Chen Lian descobriu que seu marido, o Estudioso Hu, está tendo um caso com Xu Meng'er. Ela pede que você se disfarce dela, os pegue em flagrante e o force a assinar os papéis do divórcio.
e2d61f06aaee7435	Primeira Floração do Vento Leste
331eab9db5580de3	Seu oponente está te avaliando.
d9f18b1eee3099ae	Ela me salvou quando eu estava com frio e fome. Dela, aprendi o princípio de 'Uma Vida, Um Preço'.
9dc367476b3172b3	Causar dano direto, desviar ou realizar uma esquiva perfeita concede uma carga de #HWind#E. Este efeito pode ser ativado uma vez a cada 3 segundos. Com 12 cargas, #HWind#E desencadeia um trovão celestial para conceder #HIluminação do Trovão - Vento#E, concedendo a seguinte melhoria:\nA #YHabilidade Especial Dardo Mortal Rampagem do Rato#E fica potencializada. O Rato invocado causa dano aumentado — o Rato está furioso!\nA #YHabilidade Marcial Lâminas Gêmeas Infernais Mente Confusa#E tem seu tempo de recarga reduzido para 6 segundos e pode desencadear o ataque coordenado de #YRampagem do Rato#E.
ff5a27abe079cade	Madiao
e5c23a1704805f06	Ora essa. Porcos realmente voam! Espera. Isso é só você e sua lábia.
7fccf9572f21de2d	Feijão, sabão, toalha, água floral... Sim, está tudo pronto.
789d18552b65b64d	#YYaoyao#E da Clínica Viva pediu que você registre estas observações durante suas viagens para ajudá-la a melhorar o Baú de Medicamentos.
cb0807cb7f30e0a1	Ganha #G478%#E Escudo de Resistência a Afecções Internas, esta prescrição é consumida após o uso.
27d1264f50b9bcae	"Desbloqueia o título de herói ""O Número 1 da Terra""."
36f42aaeb3ce8e5b	Zhuang Zhengzhi insiste que tratou bem sua esposa e não consegue entender por que ela o deixou por Xue Li—aponte os verdadeiros problemas!
ffa69de89e6fd361	Você verifica sua bolsa de moedas
12544d02fec209c2	Em 962 d.C., o Imperador Taizu visitou Zhao Pu à noite. De pé no vento e na neve, eles grelharam carne sobre brasas ardentes. Lá, elaboraram a estratégia: “Primeiro o Sul, depois o Norte; primeiro o fácil, depois o difícil.”
383045ac659f1b1c	O que você quer dizer? *tosse*. Já ouviu falar de uma seita estranha no mundo marcial? Ao entrar, os membros assinam um contrato de flores e escolhem de um tubo de papéis florais. Um deles tem uma framboesa-rosa desenhada...
d9df3d71b3f92696	Como Arena
75ac8bcc328f5a08	"Desbloqueia o título de herói ""Dançarino do Leão""."
043989efb74a649f	Obtido ao alcançar o posto máximo Dominador (3.000 pontos) em Duelo (Arena 1v1).
6e47cd7e6a6f8c96	Você verifica sua bolsa de moedas
1f739d38a218117a	Um pergaminho de segredos com inúmeros essenciais. Todas as artes místicas do jianghu estão contidas nele.
9556f46df7381e5f	Uma coleção de histórias diversas de Li Hentian.
12df2bf9d0888591	Permaneça no Desespero - Modo Banho de Sangue do início ao fim, derrote o chefe e complete o desafio: Prova dos Deuses em Agonia
40e94adbc7070ceb	"Uma peça musical da Instituição de Músicos da Dinastia Tang, posteriormente adotada como padrão melódico para letras. De acordo com o Tongdian e Discussões Diversas sobre o Departamento de Música, esta melodia foi tocada primeiro pelo filho do músico da corte Wang Lingyan quando o Imperador Yang de Sui estava prestes a partir para Jiangdu. Ao ouvi-la, Wang Lingyan chorou e disse: ""Dó é a nota do governante. Se o Dó parte e não retorna, então a carruagem imperial não retornará"". De acordo com os Fundamentos do Caminho e da Razão, durante a Dinastia Tang, a peça deveria ser um Tom Tai do Templo Dó. Embora a composição original esteja agora perdida, versões sobreviventes incluem o Modo Zhonglü com Jin (uma forma estendida) e o Modo Banshe com Ling (uma forma mais curta). No entanto, essas versões transmitidas sofrem com finais fragmentários."
c5b57d51f034757a	Completar [Despertar da Arte Interna 2]
22b1598ddaa0ded6	A'qiao? Por que é você? O velho Ji não está?
3ff11ac7b10e88d7	Saindo já! Macarrão no espeto, macarrão refogado, macarrão no molho—
5db9d088a0e12bbf	DANO +#G20%#E contra Dezoito da Sorte (Qi Esgotado)
f4624adc08a0c6d0	E não é só o adivinho. Ele matou inúmeros outros! Scar Zhang era um criminoso notório, no topo da lista de procurados!
1408372edfdafaf0	Ora essa. Porcos realmente voam! Espera. Isso é só você e sua lábia.
2a22b2d1239be2f1	Não quero ser chato, mas aquelas coisas no telhado estão lá há uma eternidade.
4a03aec47a5bf72b	[Objetivo de Atributo 2] Quando equipado com o combo de artes marciais da seita, alcance Ataque Físico Mín. de #Y250#E e Taxa Crítica de #Y30%#E
22f6d19bd1609a6f	"Poucos sabem a verdade sobre o Senhor Guardião do Caixão. Eles não são mestre e servo—mas pai e filho. Outrora uma dupla orgulhosa e poderosa, os dois foram capturados pelo Pavilhão Aureate e transformados à força em Marionetes dos Sonhos. Por um raro golpe de sorte, conseguiram manter sua consciência. Infelizmente, os ossos do filho foram estilhaçados sem possibilidade de reparo, deixando-o confinado dentro de um caixão, enquanto o pai perdeu a voz, ficando mudo. Para os de fora, parecia que a voz dentro do caixão estava dando ordens ao seu portador. Assim, foram nomeados o Senhor Guardião do Caixão.\n\nNo entanto, os dois nunca aceitaram seu destino como marionetes do Pavilhão Aureate. Aproveitando o caos durante a invasão do Pavilhão Aureate a Qinghe, eles lutaram para sair em liberdade. Carregando o filho nas costas, o pai enfrentou onda após onda de perseguidores, finalmente escapando para um monte de caixões abandonados, outrora usados para experimentos fracassados. Desde então, eles tentaram repetidas vezes reconstruir o corpo do filho usando materiais descartados, mas o sucesso sempre os iludiu.\n\nNo profundo da noite, quando tudo está em silêncio, o filho às vezes pergunta de dentro do caixão:\n\n""Pai, você acha que poderíamos cavalgar, passear com cães e caçar juntos novamente como costumávamos fazer?""\n\nSeu pai não diz nada. Ele apenas repousa uma mão marcada pelo tempo na tampa do caixão e permanece ao lado dele em silêncio."
4950db138fec0b71	%s enviou um convite de vínculo. Você gostaria de aceitá-lo?
b4723c34346623cb	Ei! Aquele peixe estava se divertindo à beça. Por que você o incomodou?
74ad023c6263573e	Esconder-se em um lugar tranquilo
e7f63a878a362c70	Arte Interna: Leque Panaceia
27fde532bfc37c95	Sério?!
dfe4210f29aa6c1c	Vermelho faz a primeira jogada. \nDê xeque-mate no rei inimigo para vencer.
47512893c960e4ee	Lançar uma Habilidade de Execução de Exaustão restaura PV igual a #Y8%#E do dano causado e restaura 10 Qi.
2895789a82954fa1	Aumenta Fisioterapia em #G4%#E, expira no final do turno.
352989f4a7062092	Dao Zheng carece de paciência — até moer ervas o deixa à beira de um ataque de nervos. Ouça seu desabafo e ofereça alguns conselhos. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
5a282dd2fb8db829	Espere até o próximo dia às #YHora de Você#E
bb9fc68a180c94cc	"Desbloqueia o título de herói ""Andarilho Solitário""."
2f260023ce5c122b	"Miau Miau Auspicioso está procurando por seu sino perdido. Derrote o Deus da Avareza para recuperar o sino e receba a bênção do Miau Miau — um bilhete da sorte do Supremo Deus da Riqueza do Pico Norte!#YEste evento é desbloqueado com o Capítulo Perdido de Kaifeng: ""Fornalha da Justiça"".#E"
1d693d0c224d3534	Incluído na compra do Traje Véu Verde
8e44989152e4d83d	Dao Zheng agradece a você e acalma-se.
322fa76cc6ffe8a3	Acertos bem-sucedidos permitem liberação consecutiva rápida de {}
7b6cb8d604fa7fe0	06 A Rancor de Doze Anos
8e74eeb3a6189a06	Aumenta a chance de Língua Afiada, acumulando até 6 vezes.
6f6b6814e819065b	O enviado Khitan não pode morrer em Qinghe... Por favor, Deusa Lunar... \n...Pare os guerreiros do Jianghu... proteja a vida do enviado... \n...Em troca de olhos... Luz... eu vou levar isso até o fim...
0808d10b73274471	Posso perguntar quando e onde o cavalo nasceu? E até onde ele pode viajar?
c4075f15bb3352df	Completar Missão Capítulo Perdido de Liangzhou [Lua de Papel: Liberdade do Coração de Guanyin] ({0}/{1})
39c9805137044b66	Forte do Celeiro Sempre-Normal
6b42ef1f44bd8d7d	Complete [Coleção de Arte Interna I]
2054ea975a16d6de	Saudade significa que você ainda se importa, certo?
e3c02c43fbb58dae	Então quem é o Mestre do Rio montando este loong?
63986817ae54d0a2	Leng Dancui acha os planos insensatos de seu marido exaustivos. Ouça a opinião dela sobre isso.
12102af3c8df4c13	Fazer birra daquelas vai assustar as criancinhas! Não é bom, de jeito nenhum!
0e94075450268316	Pode ser obtido através da jogabilidade de exploração.
cec7ddacbf1c774d	Irmã mais velha foi para a #NLoja da Flor de Prata#E com a Irmã Liu Rui. Você ainda pode alcançá-la.
e1d46b5b23d43d72	Pressione {} quando o alvo estiver exausto
cdfe9531c27a95d6	Se seu parceiro se tornasse um Fantoche dos Sonhos após a morte, o que {0} faria?
e751149bd7a0055a	Porco refogado aromático — suculento mas não gorduroso, magro porém macio, com um sabor rico e encorpado que combina perfeitamente com arroz.
a4826436c9e3fbd2	América do Norte (NA)
f8e869726dbf7bed	Situação - Inscrições
8b109abf512be44a	Olhe, minha senhora!
0e138413da853809	Reduz o custo de Vigor do dash das Artes Místicas de Movimento [Corrida Celestial] durante o pulo em #Y40%#E. Após o pouso, aumenta a Velocidade de Movimento em #Y30%#E por #Y3#E segundos. Restaura PV bônus (#Y1%#E PV Máximo +#Y1.000#E) após derrotar qualquer inimigo.
b209a235651acd43	Proprietário da Loja de Chá e Petiscos do Shen
71d049bbe92a8b83	Complete [Despertar da Arte Interna 1]
02ddf3c20531949d	Complete Kaifeng #YCampanha - Celeiro Sempre-Normal#E pela primeira vez ({0}/1)
126324e18baabd89	[Objetivo de Atributo IV] Quando equipado com um conjunto de Arte Marcial da Escola, alcance um Ataque Físico Mín de #Y600#E e uma Taxa Crítica de #Y50%#E
f055d84c4df04ebb	Discípulo da Ligação de Tinta
93675f0b6b8ec5bc	Com a estrada bloqueada e guardas cercando você, Zhao avança para protegê-lo. Aproveite a chance para escapar enquanto ele os segura.
e64f99c6ea225937	"A chuva perto do Rio Amarelo era diferente da chuva em qualquer outro lugar de Kaifeng.\nAlguns diziam que a chuva eram as lágrimas do Mestre do Rio, preso no Rio Amarelo por milênios, chorando sem parar.\nQue, da Colina Bujian, ouvindo essa história, achou engraçado: como poderia o poderoso Mestre do Rio, que podia convocar vento e chuva, ser como uma criança, chorando ao menor aborrecimento?\nCaso contrário, como haveria tempestades tão implacáveis ao longo do Rio Amarelo?\n\nMas Que nunca fora de chorar. Chorar não podia derrotar bandidos da montanha, encher um estômago vazio, ou curar uma doença persistente. Para o pardal, chorar era a coisa mais inútil do mundo. A mais útil? Suas próprias duas mãos. Quando a dor era insuportável, ela colhia ervas para se curar. Quando a fome a consumia, ela colhia plantas silvestres e caçava animais. Quando sua família estava sem lar, ela tornou-se aprendiz de um artesão na Montanha Oculta, aprendendo a construir as melhores casas da terra para seu pai aleijado e sua mãe cega. Ela acreditava, até o dia em que sua casa fosse concluída, que não havia nada que suas mãos não pudessem realizar. Mas então, o jovem médico da clínica veio correndo: ""A'que, seus pais... eles não resistiram.""\n\nAlgumas coisas, ela percebeu, estavam além do esforço humano. Tudo parecia depender do destino. Naquele dia, ela enterrou seus pais perto da nova casa e caminhou para o sul. Atrás dela, chamas consumiam tudo. Os homens eram tão pequenos no grande esquema das coisas, impotentes para mover o céu ou a terra, não importa o quanto tentassem. Então, para onde deveria ir? Qual era o sentido de todas as suas habilidades? ""Até o Mestre do Rio, que pode convocar tempestades nas histórias, não pode impedir o Rio Amarelo de chorar,"" pensou ela amargamente, encharcada pela chuva.\n\nMas naquele momento, a tempestade cessou.\nDiante dela estava uma figura vestida de vermelho. ""Ei, você está encharcada. Venha para casa comigo."""
c70c66e048580074	Hmm? Este pato de jade é bem interessante.
8a109434b4d0a34a	Teste de Arte Interna: Azul
e920843e59a7ea3d	[Rainbow Night] não suporta Modo Cooperativo. Você sairá desta área em breve
993535ca900f2e8e	Redução de Dano de Língua Afiada
43213b4454aec8a6	Execute esta pose para abrir A Furo
29ef28e18b94b65d	Volte para a Estação Riverside com o Ancião do Clã Wang
17ffd3a08b53d065	Vermelho joga primeiro. Um empate é considerado derrota
4954ff5c126f5b5a	Obtido através do progresso de status dentro do Seita da Agulha de Prata.
1e4d6b725764edbf	Seu oponente está avaliando seu relacionamento.
4e79cc91e96ed10e	Eu sabia... o Mestre do Rio não se transformaria numa criança...
a670997e3d2effe2	Tendo derramado o chá, o mendigo sai para buscar mais.
9c713e67c23e96c3	Você perdeu — então bota pra dentro!
528cfff618d00d9d	"Desbloqueia o título de herói ""Nunca Sozinho""."
472aa6bfc3a4e3f3	Infusão Primária
a9de7975066ac538	Com palácios grandiosos, um exército poderoso e tanto respeito pelo aprendizado — esta realmente é uma boa era para se viver.
005176727df84b77	Você verifica sua bolsa de moedas
181c86ca1ca8b485	Lu Sheng agradece a você.
8c3f32cfd5f1dcbf	Coreano
abfdbdaa5a98f974	Participar do Modo Irmandade
5d0564dddff693f0	Registrado após conversar com o Doutor Tian
ca7ed1d53855acaa	Arte Interna
e0847ab65319a3a8	[Encontro de Qinghe - Buscador da Luz] Persuada Shan'er
9cf0ad4810f1c0d6	Concluir
76b1df0751d292de	Silêncio! Você está aqui procurando tesouro — ou encrenca?
17e1ff187b057b1c	Desembainhar I
772d536fbaf38d21	Ouro
f619bc682e502082	Vá até Li Niu'er
ecb114d0f1596aea	Brilho da Nuvem
5becebd4c3c98949	A'mang, não se preocupe... Como eu posso morrer com meu trabalho inacabado? Mesmo às portas da morte, este artigo sobre preguiçosos precisa ser concluído. Não vou manchar minha reputação como um dos melhores da Prensa do Vento...
9ff37d198579b284	Forme um vínculo de herói com um jogador que pensa como você.
b530b8ade6011f75	Vínculo Severo Negociado
c6ffb4a31d9c7891	Então, você poderia me dizer onde está o Mestre do Rio, o Mestre do Salão do Dragão Jiao?
ca0416995fa5bc23	Lin Jin afirma que um monstro da montanha mordeu sua nádega, e agora ele está com dor. Tente confortá-lo e insinuar que provavelmente foi apenas um veado. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
ed36beea9950893f	"Desbloqueia o título de herói ""Tudo Bem, Você Venceu"""
2f8da7d8a5058f17	Histeria - Forma de Pássaro
c8019d225c94d54a	Causar dano direto, defletir ou realizar uma esquiva perfeita concede uma carga de #HDust#E. Este efeito pode ser ativado uma vez a cada 3 segundos. Com 12 cargas, #HDust#E ativa um trovão celestial para conceder #HThunder Enlightenment - Dust#E, concedendo o seguinte aprimoramento:\nA #YHabilidade Marcial “Giro Escarlate” de Spring Dreamscape tem seu tempo de recarga reiniciado e reduzido em 10 segundos. Lançá-la#E garante ativar uma captura perfeita de guarda-chuva. Cada lançamento causa 40% de dano bônus e restaura 10 Fading Crimson.
7feae1a2585146c0	Lame Man Tang expressa gratidão e começa a ponderar cuidadosamente.
d09cdbaaef06cf79	Cuide-se, bom hóspede!
ee6dcd091f6752fb	Song Wu sonha em #Yviajar pelo mundo#E, mas não sabe por onde começar. Por que não ajudá-lo a decidir? (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
6a9d1b457bfb853a	Nível {}, Classificação {}
9b0c5e3bdfc67649	"Obtido após completar ""Vinho Roubado"""
d58e0bd73e07b8a8	Arte Mística #YToque do Meridiano#E
2fc63064b878f65e	Alguns dizem que Zhang da Cicatriz reconheceu o adivinho como um velho inimigo e atacou primeiro.
4023cd9f0b112c4b	Temos todas as melhores mercadorias do Sul. Viu aquilo? Aquele navio no Rio Bian é nosso!
a09d535388b53663	Esses Malditos Golpistas
2c6b7f0b121bda02	Mamãe disse que este é um tipo muito precioso. Você está mesmo me dando? Não vai mudar de ideia, vai? [TAG]
936b9d3ad8208290	Arte Interna
b16805fa8809d861	Terror/Horror
f13d74cb0e61b32d	Tísica
f07484a5f811b804	Pressione para liberar a Arte Mística #HMeridian Touch#E na tentativa de ajudar Yan Qiren a aliviar os pontos de acupuntura.
430f8586a84245de	Obtido através de recompensas de evento
dcb9e690eed0e639	Obtido ao desmontar equipamento de nível 50
1bc4f6ca5a89fc6e	Autorização da Chave de Meia-Noite
84276bc3ab910d70	Use itens e aprenda a Arte Mística: #YÁguas Paradas#E
e639caa76e49c3f2	Sério?! Mas ela está noiva do Mestre Li!
3e92b4fdc481453e	"Shuowen Jiezi afirma: ""Cong se refere a um cavalo com pelagem mista azul e branca."" Cavalos históricos famosos incluíam o Potro Azul, Jade Cong e Jade Flor Cong, todos com coloração azul e branca. Outra teoria sugere que ""Cong"" representa um dragão terrestre, descrevendo velocidade excepcional. Por isso, cavalos Tuyuhun de puro azul ou puro branco são os mais valorizados."
b7fb13bab0957baa	Artes Místicas
dd30c0ae19264d52	Ei! Não vá perturbar a paz do meu lago!
13e0810794d95b55	Se estiver em apuros, procure o esconderijo dos ratos na Cidade de Coração Misericordioso. Os Cinco Ratos estão aqui para ajudar!
f3ff7041b3d3fc6f	"Desbloqueia o título de herói exclusivo da temporada ""Mestre do Jianghu""."
3c9e4b327dacebf6	Aprimorar qualquer Arte Mística ({0}/5)
ab27b070299bb688	Chamar para seguir
50b54365946ba7cb	Aumenta Terapia Qi em #G5.6%#E, expira no final do turno.
c775cf81b3e4f0b3	Concede a Performance de Vitória correspondente ao ser usado.
d03814aae867c559	Anos atrás, o Imperador Shizong emitiu um decreto para suprimir o Budismo, e a Vila dos Mil Budas foi queimada até o chão. Um homem bondoso jurou proteger os inocentes como o guardião Skanda, e Buda lhe concedeu uma arte mística. Com ela, ele repeliu muitos inimigos e cumpriu seu voto.
d0045a3c404c6076	As Contas do Eco compradas em $T(9001) são visíveis e utilizáveis apenas em $T(9001).
9d10fa060e31b057	Zhu Bawan é apaixonado por culinária e mantém firmes suas crenças culinárias. Pode valer a pena ouvi-lo. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
c7ce0e57e84417b8	O quê? Você acha que não posso comprar roupas da Sociedade do Véu de Seda?
80556473df6aac13	Use para obter o título de herói limitado [Uma Espada para Superar Todos]
88d2f7e96e4ae20b	Trocar Flecha/Item
dbb6747089b20463	O Pavilhão Áureo havia infiltrado Qinghe, e corria o boato de que estavam secretamente cultivando Marionetes do Sonho. Essas criaturas já haviam trazido pesadelos para o Jianghu. Até o famoso General Wang Qing perdeu sua vida na Calamidade das Marionetes do Sonho dezesseis anos antes.
e8c0a33b984f505c	Alcance o Nv.3 e complete Capítulo Perdido - Outra Nova Asa para desbloquear.
1662f7b913d84b59	"Feng Jisheng ensina a você a técnica secreta ""Águas Paradas"". Ele agora o desafia para uma competição de arco e flecha: atire nos pássaros próximos para ajudá-lo em sua pesquisa de arcos."
c56869db9e65a52c	Comprar Traje da Nona Casa de Penhores
85f8c8dced1e7d6f	Esses Malditos Golpistas
57fb1b014b1238f5	Memória de Arte Mística
9704e69ce4494b15	Vermelho faz a primeira jogada. \nDê xeque-mate no rei inimigo para vencer.
2f8af659a8e9684d	Ataques Leves causam #Y15%#E mais dano contra alvos com menos de #Y40%#E de Qi e #Y5%#E mais dano contra alvos Exaustos.
0a835717146b816e	Mingau de 7 Grãos
6dc21383a37c49aa	Marionetista de Sombra Cadavérica
2fb27853ca7372cb	Sobre Arte Mística
a0e2ba82b17da5e1	Hai Changchong expressa gratidão e começa a ponderar cuidadosamente.
5c2b8f9c98409f31	"Um guerreiro justo escondido no Covil dos Ratos, parte dos ""Cinco Ratos"" com quatro irmãos—apelidado de ""Rato do Celeiro"" por dominar a arte de encontrar coisas."
ec037d36ebb83b3f	Pavilhão do Vento Leste
80b4fcfcc85ccd8a	"A malária, também conhecida como ""o tremor"", é causada por parasitas da malária, ar tóxico ou exposição ao vento, frio, calor ou umidade. É mais comum no verão e no outono."
98745e9e85b94823	Artes Místicas
3e9653e70da1cd6b	*murmurando durante o sono* Espero que Shu Ai cresça em segurança...
839d6a6bcc3f8f76	Este vinho é para velhos amigos. A lâmina é para a paz do mundo...
0d9132707e452b42	Mesmo se você falhar, o pior que pode acontecer é ser tratado como um ladrão de pouca monta e enviado para a Prefeitura de Kaifeng.
72c34209c74b0c61	"Deveria ter se chamado ""Eu Sou o Maior Preguiçoso"""
c31a26a66322f1e2	Por que a pressa? Você não pode pegar você mesmo na cozinha?
d4fd4a04b4e91bd9	Sessenta wén...? Ei, é você de novo! Você não está comprando, então por que continua perguntando?
40d392cd1bca061c	Um de cada vez, pessoal...
505605a0bf449532	"Complete o encontro ""Nenhum Cão Comum"""
64e4ae74fbcaa8ac	Participe da Arena 5v5 e alcance o posto Dominador para obter
2dc827655d3757ca	Fama Crescente
0f903fbe48aa38f6	Está ouvindo? Eu bati palmas mais alto!
1f8bab4485e8fbb5	Se <Arte Marcial: Bloqueio de Qiankun> estiver pronta para ser lançada quando você for atingido, <Habilidade de Percepção: Resposta Celestial> pode ser ativada. Lance-a durante a Percepção para causar dano ao inimigo e Imobilizá-lo por 2 segundos. Isso fará com que Bloqueio de Qiankun entre em tempo de recarga. Resposta Celestial não pode ser lançada novamente durante os próximos 60 segundos.
b5c821ded35ff6d4	Espere!
1cc9ffd74e30062a	Montanhas baixas, campos altos, ondas quebram e brincam. Peixes saltam, ciprestes verdes, no longo dia de inverno. Um santuário de origem desconhecida está aqui, aparentemente guardando segredos por trás das lendas do Mestre do Rio e do Rei Dragão.
3acb18d8714134ce	"A malária, também conhecida como ""o tremor"", é causada por parasitas da malária, ar tóxico ou exposição ao vento, frio, calor ou umidade. É mais comum no verão e no outono."
98a202dfcdc3d74c	Seu grampo de cabelo é lindo! Não é à toa que é o best-seller da Loja do Véu Vermelho!
7060bb259bc29c94	Chamas em dez direções, fogos em cem formas, lâmpadas em mil árvores e harmonia em dez mil lares.\nEncontre a primavera entre as flores. Yan Shunhua, gerente da Loja Flor de Prata, planeja exibir as requintadas Árvores de Fogo e Flores de Prata da Sombra Aveludada aqui para os viajantes desfrutarem de suas férias.\nO mundo está florescendo e a prosperidade está no seu auge.
b83270784603ecf0	Complete Missão Secundária - Prova das Flores
15fb8caec8b5841d	Contém uma Nota de Arte Interna aleatória.\n\nEscolha uma #YPreferência de Caminho#E para uma chance de obter #YNotas de Caminho Lendárias/Épicas#E, ou Notas Gerais.
3fe941fb09882c61	Tendo lidado com os Fantoches do Sonho, você emerge em um templo arruinado tomado por forasteiros. Com o posto avançado localizado, é hora de se separar de Yi Dao.
4c83a2cdf7b3d1d9	Por que tantos novatos estão chegando?
2716332bb14e120c	Revolta do Submundo: Parte I
a50afe80072ad3cc	Requer nível de Intimidade: Companheiros para estabelecer vínculo de herói.
22e3d03becd83df6	Eu comecei a longa estrada para trazê-la para casa um dia.
84f0c86ba6f8d799	"Obtenha participando do evento ""Tumba da Fortuna"""
1d2e6485f83c2b28	Oh! Que flor linda!
2dc39c37b248ee4b	Não vê que estou de mau humor? Some daqui.
212892d5203c27de	Capítulo Completo da Arte Interna
f9fe41141fcb9bd5	Arte Mística do Golpe em Ponto de Acupuntura
9d8413cb9d260868	Encontre pistas sobre o Ventania perto do Pavilhão Leste do Vento em Kaifeng
44e86229a6eefed1	Opa agora, você ficou tagarelando todo tipo de bobagem! Mas acho que tenho que ser o homem maior.
0b54ec6fd588dfac	Vá em frente, se tiver coragem.
935c35e87399247c	Em Jiangnan, uma raposa branca como a neve caminha ao crepúsculo, seduzindo todos que encontra com sua forma mutante — de homem para mulher, de mulher para homem.
6b5e92624966a596	Complete a Missão Capítulo Perdido de Liangzhou [Melodia de Liangzhou: Objeto Eterno] ({0}/{1})
06abb44de634deb9	Atinja o posto de Mestre na Arena.
7a2ca8f8e91a6af2	"Desbloqueia o título de herói ""O Descomunal""."
ec8c8eb09e03fe36	Hmm... aqueles pardais ali também são bonitos.
364c93720c341b36	Irmãozinho, você vai na frente—
213c85413893b30e	Um dos Sete Sofrimentos da Travessia da Queda Celestial. O bacalhau mais fedorento vende mais rápido. Custa apenas um quinto do preço normal. Alguns dizem que seu odor é igual ao do desaparecido chefe do Salão Loong Jiao, agora Mestre do Rio Feng. Uma baforada de peixe, uma onda de saudade...
dcb20a89e87d92db	Enquanto o desastre se espalha na ausência do Mestre do Rio, investigue o Salão da Solidão Eterna para descobrir seu legado de controle de enchentes.
d687335c629c21bc	Jovem herói, nós da Agulha de Prata acreditamos em trocar nossas vidas pela verdade. Se você realmente descobrir o que aconteceu... pagarei a dívida, não importa o quão longe eu tenha que ir.
78f0b53ad8b94f28	{} libera uma técnica de Artes Marciais, {}{}{}{} para liberar uma Arte Mística e derrotar o inimigo.\nVocê pode tentar outras Artes Marciais e Artes Místicas baseado nas instruções.
e571cec4edf37737	Aumenta o efeito de cura do clone de água criado pela Habilidade Marcial <Leque Panaceia|781|#C|10301>, <Ascensão das Nuvens|781|#C|10301|20301101> em 10%. Se você estiver dentro de seu alcance, ganha #Y3#E Gota de Orvalho cada vez que receber cura contínua.
a6291a2465252a0b	Após lançar a Habilidade de Artes Marciais, Habilidade Especial ou Habilidade Carregada de <Espada Estratégica|781|#C|10101>, pressione o botão da habilidade no momento perfeito durante a fase final para lançar #YEspadas Cruzadas#E e desencadear ataques de acompanhamento. Se o alvo tiver #Y5#E acúmulos de Sangramento, remova todos os acúmulos de Sangramento e cause alto dano de Sangramento uma vez.
539ef13b83250e9d	Não tenho certeza
cbf0d3bea06fc9ee	Osso Quebrado
edabb4f670c365cb	Marionete dos Sonhos
f1b8bc8e0eb462fe	Situação - Ambiente
55d1886ebaefc525	Pressione para lançar a Arte Mística.
8743a65a0071bfb9	Algumas Artes Internais testadas pelo tempo foram dispersas em fragmentos durante a herança. Colete todos os fragmentos para compreendê-las completamente.
a27a75fe3e5a6e98	Causar dano direto, desviar ou realizar uma esquiva perfeita concede uma carga de #HWind#E. Este efeito pode ser ativado uma vez a cada 3 segundos. Com 12 cargas, #HWind#E desencadeia um trovão celestial para conceder #HIluminação do Trovão - Vento#E, concedendo a seguinte melhoria:\nA #YHabilidade Especial Dardo Mortal Rampagem do Rato#E fica potencializada. O Rato invocado causa dano aumentado — o Rato está furioso!\nA #YHabilidade Marcial Lâminas Gêmeas Infernais Mente Confusa#E tem seu tempo de recarga reduzido para 6 segundos e pode desencadear o ataque coordenado de #YRampagem do Rato#E.
00a29af45cc0c248	Mil fios, o Gu da Invocação da Alma. \nEsta Arte Interna foi criada por Sun Buqi antes de se dedicar aos venenos, e ele a selou em uma masmorra em Kaifeng. \nDurante o primeiro ano da Era Xiande, uma enchente causou um desabamento, expondo a masmorra e liberando os fios de fungos. \nA jovem Zheng E foi investigar e foi ajudada por alguém a realizá-la. \nTalvez tenha sido o destino que tanto o criador da Arte Interna quanto quem eventualmente a obteve estavam tentando salvar o mundo, e morreram ao fazê-lo.
