ID	OriginalText
6082568d0aad6cd7	"Tang Jingchou from the Kaifeng Prefectural Office intends to capture the thief known as ""Gold Pilferer."" Having learned that the thief ordered a takeaway of ""Willow and Chives"" from Shen's restaurant, Tang has devised a clever plan: disguise yourself as Shen, deliver the meal, and spring the trap."
0000000000000000	
b146f7af5659c0c1	That's going to make things tricky.
0000000000000000	
0000000000000000	
0000000000000000	
f754c0f587770587	Initial
729b8e544e7ab81e	Painted Boat Cruise Introduction
449a6188bd5aa5da	Invitation sent.
41df19506bcf460c	Catch your breath, catch your breath…
0d105c9dbd683040	"Defeat #YYe Wanshan#E in Sword Trial without taking damage from Wraith Cavalry during the ""Undying Fire"" phase."
ef7cb61d927fe641	Eastern Herald
9a478e432bd1e35d	Ability Required
462a5c769a62766d	As you walk along, you notice a young woman named Shan'er manhandling a timid scholar, Nan Weiqing. She's accusing the frail-looking man of having secret daily rendezvous with her mother. The bizarre claim compels you to step closer and find out what their dispute is all about...
0000000000000000	
d81e28f11176178c	Mythic
0000000000000000	
5e03337ba1734b14	Throwin'a tantrum like that's gonna scare the little kids! That's just no good!
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0793c034761c6da0	"I wasn't actually planning to tell anyone. Just wanted to fish out a reaction... and look at that! I got you, ""Horse Demon!"""
c60ad0a2d9a057b9	You count your coins
e357e26271db74bb	Each time <Martial Art Skill: Addled Mind> hits an Exhausted unit, your next Execution Skill deals 3% more damage, up to 10 stacks.
9c71c5f7d81e540b	When Mi Yizhou summons tree-hands, attack the Moon Lantern to exhaust him.
d653a1f626a28a92	Each time a player must #Gtake a penalty drink#E, there is a #Y25% base chance#E they will pass out. A player who #Ypasses out is eliminated#E from the game. If they don't pass out, the #Ychance to pass out on their next penalty drink increases by 25%#E.\nEach player has a #YDrunkenness Bar#E, with a maximum value determined by their #YResolve#E. Each #Gpenalty drink#E increases the #YDrunkenness Bar#E based on the number of cards on the table. #GHigher#E Resolve #Gslows#E the growth of drunkenness.\nWhen a player's Drunkenness Bar reaches #Y100%#E, they are considered #Ydrunk and out#E, and cannot continue playing. Eliminated players may choose to watch the game or leave.
86b6f0bfd7d824c3	<Ninefold Umbrella's|781|#C|20601> Martial Art Skill <Spring Sorrow|781|#C|20601|20601113> can hold up to #Y2#E stacks. Hitting a target applies the #YCombo#E effect: increases Damage taken from the caster's Ballistic Skills by #Y10%#E for #Y8#Es.\nAffected Ballistic Skills include: Martial Art Skill <Let Spring Go|781|#C|20601|20601113>, Special Skill <Everbloom |781|#C|20601|20601103>, <Umbrella - Light Attack|781|#C|20601|20601001> and its Charged Skill <Spring Away|781|#C|20601|20601112>.
2508e5ad9112db0f	A Healer's #Hresistance to Internal Afflictions (internal conditions)#E when treating illnesses. The higher this stat, the less Vital Energy damage you take.
abddbef791e5ad3c	I have wandered the world all my life. Now, with death knocking on my door, I face it without fear.\nIf, in years to come, any old friend still remembers me, #Ybring this Parting Tears to my grave#E for the bond we once shared.\nWhat eases sorrow? Only fine wine.
28d378e4b4d0a8a6	Night Flash's Shadow
829a3be4fb350ef2	If you need a meal or a spot for your horse, just flag down one of the staff. They’ll take care of you!
6e993c906ecc4eb1	Talk to Ma Shenglu
2c780bfaf882ba25	But since the Gold-Making Vessel is offered to the Great Song court, it is fitting that the court verify its true nature.
9060595183832628	"""When the Imperial Jade Seal is displayed, all armies unite under a single blade."""
7b1aff762b251704	Shh! Keep it down!
fed87f84c864c96c	Ever-Normal Token
0000000000000000	
44542cdc762b35fa	Lament Scriptorium
0000000000000000	
0000000000000000	
0000000000000000	
968689eecd7c052a	Take a closer look
c884dac1ce2fb731	{} to cast the Martial Art skill and reduce the opponent's Qi
d8335ce856d6aec2	The consumption for breakthrough will be fully refunded after resetting. \nAt the beginning of each season, you will receive one free reset attempt to adjust the cultivation of the Inner Way according to the expected experience of the season.
58bff0bd5d851ca7	Attribute Inner Way
66328fc268311bc1	False Accusation: You have been falsely accused.
beb0ea449415a0e8	Give the Steaming Hot Noodles to Chi Bula
fc1ddba9f53bbf21	Very well! Seeing as you've got potential, I'll teach you that technique!
0000000000000000	
0000000000000000	
d5bcef75609793be	Inner Way: Heavenquaker Spear
0000000000000000	
461f9d1441e30a8f	Lament Scriptorium
0000000000000000	
babbac1fb26c938f	"The final ingredient is called ""Golden Knee""."
0ccf2900cfc96669	Inner Way
83f7439cdc888213	Veteran II
788a82607c22d9a9	General Xiao
56ac9cc756a687fe	Inner Way
14fbaad0f0b2ae6b	Meridian Diagnosis
0000000000000000	
0000000000000000	
0000000000000000	
f5376ff78f90e281	60% chance to increase Trash Talk chance by 25%, stacking up to 6 times.
8f3d44501efe5f21	Partnership level requirement not met.
0000000000000000	
7af475d6c2a06fe8	He was admitted to the Inkbound Order on the recommendation of its founder, Feng Dao. Even during troubled times, he remained unnoticed; for a spy, attention was the last thing he needed—until he met a true mentor.
84e0d2bb60b66e2d	Deal 100% damage and increase Trash Talk Defense by 20%, stacking up to 6 times.
0000000000000000	
074468b1bbd98aa3	Joyous Couple intends to enter the Heroes Assembly by poisoning the Velvet Shade disciple, only to be stopped by the Ember of East…\nWielding the Art of Weight and two Life Coins, he instantly claims their lives.\nSurrounded by the Skyward Dancers, the Ember of the East, draped in exquisite garments and flawless in appearance, descends from above.
80123b2fb62ff18e	Continue asking about the Ever-Normal Granary
1a8fd628d2d9dfeb	And you can tell me your thoughts about the show.
7f695f6b36014a2f	Rivers flow beyond the realm of earth, and mountain hues shimmer between presence and absence. Sun Yuan once gazed upon the Scenic Scroll of the Three Hundred Miles of Jialing River. Inspired, he climbed to a high peak. In a moment of exhilaration, he wielded his fan with the flourish of splattered ink, as if painting with the mountains themselves, each stroke unstoppable, like a living landscape. But once the trance faded, he could never use that fan technique again.\nTen years passed. A bell chimed in the clouds. And in that instant, Sun Yuan recalled the feeling, and the Inkwell Fan resurfaced in the jianghu once more.
612729202d600e53	How to become a correspondent
063ea4f360c42e51	Illegal Activity
c4c1de63e8be8d74	Since the incident three years ago, the Lunar Goddess Li Zhenzhen has vanished. Some say she went south to Jiangnan, others north to Yanbei, or hides still in Moonveil Mountain. Days ago, a letter from her reached Unfated Tian at last.
7e1dee1f4c425c75	Inquire about the correspondent's clues
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
1d1207269aeff1e4	Casting a #HSpecial Skill#E grants you one stack of #HDust#E. At 8 stacks, #HDust#E triggers a heavenly thunder to grant you #HThunder Enlightenment - Dust#E: for the next 10 seconds, you gain #HHyper Armor and 50% DMG Reduction#E, 10% #HMartial Art Skill#E damage Increase, and 0.5 Fading Crimson every second.
20d6d01e77d8b225	For Inner Way comprehension.\n#HPassive Skill:#E When a Martial Art Skill deals damage to an enemy, grants you a stack of #YTang Song#E, lasting 3 seconds. While current HP is above 50%, each stack of #YTang Song#E increases Critical Damage dealt by your  Martial Skills by #Y2%#E. While current HP is below 50%, each stack of #YTang Song#E grants #Y2%#E Life Steal with a maximum steal rate of 2.5% of your Max HP per second. #YTang Song#E can stack up to #Y 5 #E times, and only 1 stack can be gained per second.
40c6276690fa4c40	Little Rat Gee expresses gratitude and begins to ponder deeply.
25007c6321d78527	Increases the chance to trigger Trash Talk., stacking up to 6 times.
3092ce6ae8ee552b	When breaking the defense, more damage will be dealt. At the same time, it will weaken the enemy and seal their acupoints. The channel time for using this skill again will be shortened. \nWeakened: The damage dealt is reduced by 25%. \nAcupoints Sealed: Most Martial Art Skills cannot be released, and defensive skills will be sealed for a longer time.
af60e82bdf69ed4e	He wants to become friends with Zhou Miaoxin. Maybe you can help him figure out how. (If you succeed, you'll befriend him and receive weekly gifts.)
a0926dc82410343f	Please accept this small token of my gratitude.
61dc8e84b891840f	A condition triggered by prolonged exposure to cold, causing stiffness akin to ice. If untreated, it may develop into cold affliction.
1152c2db8e2c8d0f	Madiao Cards
d703aeaec24566ce	Night Flash's Shadow
daf60fd430aea729	Reach Lv.3 and complete Main Story - Another New Wing to unlock.
f242270ee6fa6b3b	Bones have suffered severe trauma.
0000000000000000	
0000000000000000	
0000000000000000	
52575130f58fef29	Let me help too, for Pip Rat's sake...
09d1edb7c7070f38	We'll find out tonight!
59acf1f8290a4629	Shan Yinjiang expresses gratitude and begins to ponder deeply.
ace1ddc24f595078	Used for building Blacksmith workshops.
0000000000000000	
0000000000000000	
2c056d767ca3aff1	Ha, go get it in the dream of the Ghostly Revelry Hall!
effef921dde09bcc	Unlock Movement Mystic Skill: Wallstride - Swiftstride
4d48ae317c7f07ce	This is today's headline in #YEastern Herald#E! Look right here—they've got the whole story about why Raspy Guanyin retired.
222330a2bc24d5d5	Scenario Pose
93780f2841660af1	Inner Way Complete Chapter
6b6a11e23542615f	Dewdrop Wine
0000000000000000	
0000000000000000	
0000000000000000	
fbb74c8651d5dece	Exploration Reward
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
76a482b03376c681	Unlocks the hero title Illustrious Hero (30d)
d0f0463554577949	Wherever there is water for irrigation, mills must not compete for its benefits...
ebf4f8e1c4d5893d	Interact
0000000000000000	
c124cb9ab421c550	Partnership
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
229827de06c08575	Unlocks the hero title Outshining the Mentor.
0000000000000000	
0000000000000000	
0000000000000000	
28db4ec8b4ac81d9	Alas
c4e7716e9e0baca4	When deployed with both #JSoulshade Umbrella#E and #JPanacea Fan#E, the damage of Mystic Skills is increased by #Y20%#E.
c5675ac37417033a	You want me to bend.
b9f05c5ea6ce0a44	Take in the amazing sights of the jianghu and enjoy great moments together.\nEvery time you get 150 Adventure Slip points from Fellowship events, you'll unlock one make-up sign-in. Use these to cover any missed days this month and claim your rewards.
0000000000000000	
045b55efa1046503	You wield the Stormbreaker Spear well. There's a trace of my father in your form. Seeing this, I'll have no regrets passing our family's ultimate technique on to you...
4f58df78a92e9071	Make the acquaintance of the Old Friend: Zhao Dali
0000000000000000	
0000000000000000	
bc76fb75d6475c7d	Switch Inner Way
0000000000000000	
0000000000000000	
676d668536b9d5af	Young Wanderer, please come to Xiao estate and meet me at the gate.
cf4ac55d5a788db0	Grants the corresponding Victory Cutscene upon use.
47b651ebaaf92699	Xiao Douzi spends all his New Year's money to hire you. Disguise yourself as him and face his archrival, Li Niu, in a so-called duel to the death.
0a9ac942379af2b3	Sworn Cohort
2ce4b8f46c6bf843	Wang Duoli expresses gratitude and begins to ponder deeply.
9f3593ae7304f252	Quiet. Someone from the grain shop next door just came in. He’s in the back talking to the boss…
8074ab8c25d77e6a	Have you noticed? These stairs creak all day long. Could the building collapse?
8b02576782205a34	A Kaifeng dialect primer, graciously given to you by Big Zhao.
0000000000000000	
0000000000000000	
484ce98c8a8869a1	There’s only this much wheat left. No, I have to report this to the boss clearly!
f2f8e6acac6359cc	You hear a peculiar rhyme sung by children near a house in Blissful Retreat's Flower Expanse. Listen closely and see what secret it might reveal.
7805633f65a0bafe	Business is good today.
1cfdb17ba772623f	Forget it! The laxative's wearing off... Quick, go disguise yourself as him! If I ever see my back pay, it'll be thanks to you!
41673a63b686ae98	Mystic Skills · %s
405fa25613923220	A decorative light piece.
e1f29ba8599f9f39	Gift of Gab is a duel that relies on wit, not weapons. Use your silver tongue to outdebate your opponents.\nYou can choose between two modes: Rhetoric Duel and Free Persuasion.
738c2642df39f2ae	Attribute Inner Way
b3991cce45eebb91	Skipped asking a question
14e190d71632eae4	Voyage of Lanterns Event Reward
4565c502bfcb67e2	It brings to mind the one you miss most in this life.
935a2d6f33b92447	In the Arena, talents well versed in various sects abound. At Lone Cloud, martial arts merge with the art of mathematics. Disciple Fang Wanjian now practices the blade with math, sparring against a fellow disciple armed with the spear. Both are skilled, and only through sparring can one discern who is stronger.
0000000000000000	
c67fe0b71bef12ad	Hysteria - Bear
f0ec92ebd36d53ed	Unlocked after first clearing the Campaign - Ever-Normal Granary
256668bc7cd195a6	First, congratulations on taking the top place in the Inkbornd Order examination.\nAll the elders have unanimously agreed your performance far exceeds that of a regular disciple. The current lessons at Inkbornd Order can no longer contain your growth.\nWe cannot bear to let someone like you slip away, so we've decided to make an exception and place you on the training path to become an Elder. Head to the Nine Mortal Ways to begin, and your costs have already been covered.\nWhen you return from your training, it will be the moment the Inkbornd Order shines again. Best of luck!
cef17bbcde175bf7	Wang Clan Patriarch asks you to help his grandson, Wang Lan, find work. But the jobs you connect him with keep failing, and now you hear Wang Lan has been thrown in jail.
9e35ad6a67be98ae	"I heard her say something like, ""After Father died... the shipyard..."" and I stepped inside a little more..."
4288e79119f3397c	Complete [Inner Way Collection 2]
0000000000000000	
25e5864a728447b2	Li Laizuo is skilled at swaying his subordinates with words. Can you pose as the leader of his order and turn the tables on him? (If you succeed, you'll befriend him and receive weekly gifts.)
951d675f41abb7b7	Red moves first.
d0dfefd315de2bdc	You count your coins
b840376b5287c733	Look at this tea, I found it under the tea basket two days ago, want some?
0000000000000000	
2988bd2552c25b59	*Sighs* Yeah, that Old Zhang, I mean, Scarred Zhang from Finesteed Hamlet. I don't know what's become of him.
17a505f98cef39ff	Setting terms with me? You're still too wet behind the ears.
ada70ec89bce1341	Press {} when target is in Exhausted state
8dae5fb0f7938fb2	Reaching Mythic rank (3,000 points) in 2v2 Arena.
9a5885ab98fc7520	Moving over #Y12#E meters within 3 seconds grants #Y5#E stacks of the Spring Thunder effect.\nUsing a #YHeavy Attack, Aerial Heavy Attack, Light Attack, or Light Attack Charged Skill#E consumes 1 stack of Spring Thunder, boosting the HP and Qi damage of that attack and all matching attacks within the next second by #Y15%#E. This damage boost does not stack.\nMovement can trigger this effect only once every #Y15#E seconds. Spring Thunder stacks last up to #Y12#E seconds.\nAdditionally, when you gain a #YSpring Thunder#E stack, if a #YHeavy Attack#E or #YAerial Heavy Attack#E hits a target with Qi below #Y30%#E or in the Exhausted state, it immediately restores 1 stack. This restoration can occur once every #Y2#E seconds.
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
5804f178e89e2ff5	Qiu Fengxi rolls his eyes and mutters under his breath as he awkwardly walks away.
680049c221b097ff	What are we going to do tomorrow?
ca06d4a6783a0455	"Malaria, also known as ""the shakes,"" is caused by malaria parasites, toxic air, or slight fever, cold, heat, or dampness. It's most common in the summer and fall."
4898ea95a531807a	Not words of love nor wine's relief
0000000000000000	
6957f71008255bb8	Hey, Waiter, add some more tea.
af1ad56832c93323	Unlocks the hero title Warrior's Edge.
0000000000000000	
36b453f7256259a3	—That'll be seventy guan.
74ba75a5fc40f417	Mom, do flying people also take boats?
9d8e7fc89f12afc7	I heard you have the Heroes Assembly ticket by Lady Xinyi—will you sell it to me? Please?
e6c5accbd63d286c	Hysteria - Canine (Delayed)
0000000000000000	
0000000000000000	
0000000000000000	
f802c4d961e4cbae	This person is a Velvet Shade disciple and may have multiple Partnerships at once. Confirm forming this Partnership?
dc7a5fefb7cbab92	Used for building Blacksmith workshops.
6ce19ba3764f28ba	Ya Zhou is a veteran soldier. Memories of the past often leave him sighing. Why not hear his stories? (After hearing his story, you'll befriend him and receive weekly gifts.)
7e7974ab9d9c1cb3	Thank you, truly. You risked everything to bring this formula out of that hidden lair. Because of you, there's new hope for a cure. I'm deeply, deeply grateful.
1decebd88e1de727	Wanderer, over here~ It's me, Windtail!\nWindtail heard some great news and rushed over to share it with you~\n\nHere's your Day 4 Highlights Overview (Swipe the images for more event details):\n\n1. <LINK id='link2' color='#8c5823' goto_id='60263' is_underline='true'> [Story] Kaifeng Main Story: Gathering of Heroes, Reunion of Old Friends </LINK> \n2. <LINK id='link3' color='#8c5823' goto_id='60267' is_underline='true'> [Challenge] Campaign: Ever-Normal Granary - Zheng E </LINK> \n3. <LINK id='link4' color='#8c5823' goto_id='60270' is_underline='true'> [Challenge] World Boss: Ghost Master </LINK> \n4. <LINK id='link5' color='#8c5823' goto_id='60271' is_underline='true'> [Challenge] World Boss: Wolf Maiden </LINK>  \n <IMAGE id='im1' image_url='https://h72.fp.ps.netease.com/file/677b91762ac774101002e54cuW3xgdp806' size='2010*8260' color='255;255;255')'></IMAGE> \nWindtail has even more exciting activities to share, Wanderer, take your time exploring all the wonders of the Yan-Yun world~\n<LINK id='link1' color='#8c5823' goto_id='60243' is_underline='true'> I'm curious </LINK>
eb5872b45bf45bbf	As disaster spreads in the absence of the River Deity, investigate the Eternal Solitude Hall to uncover his legacy of flood control.
61d4a233ec530324	Cunning and intelligence can be deadly weapons; even a speck of dust or a delicate flower can ascend to the heavens. Velvet Shade Disciples control the #ffc89cJianghu Daily#E, secretly gathering intelligence for their own use.\nUse your charm and cunning to have others submit their articles through you. For each article you personally submit, you will gain #ffc89c5#E Flower Points.\nRecommended articles must be reviewed and agreed upon by your peers. If your submission is retracted by a fellow disciple, both parties will lose #ffc89c-7#E Flower Points.\nEarning the favor of correspondents also enhances your charm. Both submitting and retracting articles will increase your Charm by 10 points.
9fa9d1404269d228	Interact
7c233a2dae3a4d0c	Interact
86c69f6e5234f5ee	Attribute Inner Way
ac7a79f2dc13ce22	As disaster spreads in the absence of the River Deity, investigate the Eternal Solitude Hall to uncover his legacy of flood control.
669f5048d9e916ee	Consumes #G0.4%#E of current Vital Energy and gains #G1#E Fieryheart.
2e861e257f4e0613	Bone Fracture
0cb58a8f5436c21b	Stop the mischief. The essence of reprimand is the combination of batting and strong words.
0000000000000000	
0000000000000000	
0000000000000000	
85209b6802605dd5	Sleeping puppets walk the land shared by the three factions.
0000000000000000	
0000000000000000	
d13a7b7cbb7842bb	"This charm features the inscription ""Emperor Ming"" on its front."
2704de13506023f3	Complete Hexi Main Story - Liangzhou Melody
0000000000000000	
0000000000000000	
e56989b1823a1dbc	If someone wants to pawn something, you take it. I don’t turn customers away here. Sanniang, bring the money.
dbc0947cc38e532e	"Inspired by the legendary poet Li Bai's famously unpredictable drunken movements, his companions, including Cen Fuzi and Dan Qiusheng, developed this unique martial art. It embodies both grace and unpredictability. The mystic skill was named ""Drunken Poet"" in memory of Li Bai, who is said to have drowned while attempting to embrace the moon's reflection from a boat."
38beba4bbd4c4cd9	Vitality is required to cast Mystic Skills. Certain recovery actions (excluding attacking, taking an attack, or deflecting an attack) have a chance to grant bonus Vitality.
056d58f7756904ec	Unlocks the hero title Master of Fragrance.
b59843d742d94a1e	Bring two more bowls of wine!
858afcfee61eea5d	Deal #G200%#E damage and increase Trash Talk chance by #G2#E stacks (#G78%#E), up to #G6#E stacks.
38096988f014b47e	Silent Voice: Cloudsplitter / Silent Voice: Phoenix Cry
8d34db6c1667c7d0	Scenario only
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
a3ab3d920b8df07f	Summerheat Stagnation – Oppressive heat festers within; prolonged affliction leads to sunstroke illness.
42bc1f658dbda8a6	I just calculated—the gates of hell open at Zi hour tomorrow. That's when souls roam and return home, making it the best moment for resurrection.
6b2abcfe025be2f0	Complete the encounter Local Lingo and answer most questions correctly.
17c29e3d3938f33b	"""Azure Loong. Black Tortoise. At the third watch, rise the coffin, ship the goods."" \nThis is what the Little Beggar muttered after taking your payment. \nAccording to Master Pu's explanation, the Four Symbols reveal the Ferryman's direction. The number of watches tells you how many times to knock. And the final words are the password you say. So, the little beggar's riddle actually means:\n#a66829Head northeast, knock on the window three times, and say, ""Rise the coffin, ship the goods.""#E"
458d64d970d4f682	Attribute Inner Way
0000000000000000	
0000000000000000	
7eb8c270399b746c	Main Chapter
0000000000000000	
69bb9433fbf367d1	A story about Unfated Tian and his three disciples.
d4ad0809ae240071	An injury to the finger bones and joints, commonly caused by trauma or crushing. It typically results in swelling, pain, partial or complete loss of limb function, and may lead to deformity or abnormal mobility.
0000000000000000	
5e1b98fa537b1201	T
26a3a23281d11fb5	"Yu's ability to govern the world came from mastery of numbers. Long ago, Li Chunfeng drew from many sources and uncovered the principle of accumulated matrices in the Zhou Calculations Classic. As the saying goes, ""All change lies within the unchanging."" From this insight, he forged countless sword techniques. In the Jianghu, this one became known as the Sword of Unerring Calculation."
a972f17476ee0fcd	Reach Acquaintance affection with Yuan Xianxian.
459c576452091b71	Well I'll be! Lived all these years, first time I've seen a cow flyin' in the sky. Took a closer look, turns out it's just you, ya blowhard old turtle, hollerin' on the ground!
0000000000000000	
0000000000000000	
0000000000000000	
4c29b2a4aa822dd5	Twich Drops Event Rewards
3d3d789e363278b4	Mystic Skill - Scorching Poison
edd449bfc971befd	Ever-Normal Granary
b509903ef1c1e997	New Divine Challenge Unlocked
02ad41b23e74001d	Interact
0000000000000000	
0000000000000000	
9943b1dfdd66e602	Examine what the Dawn-to-Dusk Blossoms bind
56395915c2337420	Mystic Skills
c66bd6b60fe73387	Mystic Skills - Unlocked
088e6ca341edf7c3	Correspondent: Eastern Herald
fb3e97cc63dbc81c	Mystic Skills
0000000000000000	
402170bc2c153c2c	Inner Way: Insightful Strike
0222e149e9bf33f5	What killer?
fcd1312b2ed2a647	Talk to the little beggars
1638f753b3653c77	Mr. Qiao expresses gratitude and begins to ponder deeply.
f94252ac7cacba0f	Inner Way
952d2a1ada242363	Ye Zhiqiu, a disciple of the Masked Troupe, has secretly snuck off to the Revelry Hall with his senior Xu Lijun. He looks visibly troubled—maybe you can find out what's bothering him.
0000000000000000	
fc662d7e87f1e277	Inner Way: Noname Sword
a6bade3eb7f54590	Eastwind Pavilion
e6e486d27137deab	Thunderspire Inner Way
242bbe72f5e01a0e	Reach Mythic rank in 3v3 Arena.
e88adcb9583fd464	Hidden Side Story
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
b4e25c11d3406442	Wait… why does it suddenly feel like you're back at work?
0000000000000000	
82b7b6286b8579f8	Young Wanderer, thanks for everything. If you ever see Brother Tian Ying, please give him my regards and a few words from me. Tell him...
0000000000000000	
ed4dcb5de6556022	Unlocks the season-exclusive hero title Night's Shadow.
475cbc4fb38dc3b7	As disaster spreads in the absence of the River Deity, investigate the Eternal Solitude Hall to uncover his legacy of flood control.
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
47bf7c7f2bf3c1a7	Complete an Injustice quest
0000000000000000	
0000000000000000	
ccfcec9d1fb1b124	So, when Men are being charming, what’s left for us women?
0000000000000000	
98824d43722d4277	Heavenquaker Spear Martial Art Skill Damage Boost
9cb9968058cbec74	To shield Kaifeng from hunger, the Ever-Normal Granary must be filled.
9c92000150a4bf7d	"The ""glowing"" locust tree."
7427795e7fba8ad1	Ties That Bind
e4a22508a7911988	Find Scarred Zhang
0000000000000000	
91b5bee9446d79c4	Mystic Skill is unavailable when in combat.
953877e830946c1a	Let's go! We're going to set off fireworks!
90bd87d28ebb6046	It truly is like flowing clouds and water. A beautiful, lingering melody…
2d2cbbc14590a402	Inner Way Manual
46667544d1555853	When you apply #YLingering Bone#E to an enemy or knock them #Yairborne#E, you gain a <Physical Attack|780|#C|15> bonus. If the target was #YExhausted#E or had low Qi before being knocked up, you gain an additional bonus.\nAdditionally, damaging a target that is #Yairborne#E or afflicted by your #YLingering Bone#E restores your HP, with the amount scaling based on your missing HP percentage.
5d529080e4e81f68	Increases the damage of Martial Art Skill <Sober Sorrow|781|#C|10201|20101101>, reduces the required combo number to gain Sincerity, and increases the duration of Sincerity. Hitting a boss with Bleed effect from you has a chance to increase the combo count.
0000000000000000	
75a64ab7ad49411a	1st place ranking reward (Puppeteer - Curtaincall Trial, Bellstrike: Splendor Path). Can be displayed in your profile.
30df950d4cbc3040	The opponent is thinking. Please wait
7997b3bbda51859a	"Suddenly remembered the tale of the ""Qiongqi Master."""
11251b6ef083e983	Kaifeng Lumina Guide Event Reward
e98231a4d7757c52	Introduced by the River Deity, Zheng E came into contact with the Ember of East. Together, they plotted to intercept Shen Yilun during his return from the southern tour, replacing him in secret. Since then, the Master of Grain in charge of the Granary has been someone else.
aa1de64a04771559	Increases the DMG Reduction of Stormbreaker Spear's Martial Art Skill, Storm Roar after taunting a unit. While the DMG Reduction is active, reduces all damage dealt and increases the Aggro produced.
9e572b5e194e07bf	The Masked Troupe
b61425d12a998b5f	Increases the max range and damage of Assassin Mystic Skill [Touch of Death]'s ambush. After a successful ambush, restores HP based on the damage dealt, with a chance to obtain loot from the target.
8907d7b5bc2210c8	As long as you've got good stories, #YEastern Herald#E won't let you down! Heh-heh, we'll make sure your voice reaches every corner of the jianghu!
51b562bac3f18737	Tanxiang
8d85205b2b8ec2a4	Try on appearance - Silent Current
7478744cb769fb48	Jul.
81648cb6c4cd6877	Ragin' Tides's Invitition
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
0000000000000000	
e33e8a7f074d4018	Inner Way
0000000000000000	
b7511ee0fbd9e384	Big Zhao seems certain he's found a solution for getting into Revelry Hall. Speak with him.
74c93ad8b0cfbee1	"The Master said, ""Is it not a pleasure to learn and practice what you have learned?"""
3376094f92a1fa10	No Mystic Skills deployed
741372982d931b6f	Increases the max range of Assassin Mystic Skill [Touch of Death]'s ambush by #Y1.5#Em and the damage dealt by #Y10%#E. After a successful ambush, restores HP equal to #Y5%#E of the damage dealt.
cb08595302bba28c	Complete the Side Story Purgatory!
1cd39172aa810f07	Lack of charm led to a severed Partnership.—violated Sect Rule: #R{rule}#E
8483227d3388317a	Fang Xu
5e3a3b265ef46bc1	You went out of your way to come here from Qinghe? That couldn’t have been easy!
0a4b0f7918f2e830	[Inner Way Breakthrough] Upgrade an Inner Way of your Path to Tier 3
0000000000000000	
0000000000000000	
0e0079d5a4f3099b	The food and drinks here cost a fortune, and honestly, they’re nothing special.
396c7b931cff51b6	brought down an entire bamboo grove!
9b653b578b2b04be	Interact
6929a07dabbc21a5	Complete the Lost Chapter quest Dreamscape
b0f24d87f17018f7	That big guy who asked for directions!
cd352aca0614db08	Here lie several former senior members of Nine Mortal Ways. They were valiant and killed many enemies during the war against Khitan. They never retreated, but they were eventually betrayed by Hong Si and killed by the Khitan. \nHong Si knew no shame and went on to found and expand the Unbound Cavern while killing civilians. We at Nine Mortal Ways will one day destroy the Unbound Cavern and take Hong Si's head to avenge our members. \nDao Lord of Nine Mortal Ways, Zhu Xiaojia. December of year 2 of Jianlong Era.
9d9d10112fe29463	The Pear Blossom Wine? It's the same wine Lord Chen spent a fortune searching for... Is that related to Master Pear Blossom?
1d6e646eb9c8cfa0	Restore 20% of Max Vital Energy.
0000000000000000	
220c70698b95dfe9	The local sects are unbelievably rude! Yelu Longxian got scammed badly by Nine Mortal Ways after arriving in Kaifeng. Ask him what tricks he fell for.
0000000000000000	
9718f5a800eea98d	What is the relationship between Li Shoujie of Ever-Normal Granary and Murong Yuan?
c441b7a359d2aa4a	Why wouldn't I? All those years of training weren't not for nothing. My lightness skill is quite good.
0000000000000000	
ff43077816ecd497	Night Flash's Shadow
42685f5a641969ba	Lady Zhao of a wealthy family in Jiangnan has caught the eye of the monks in Bloomveil Monastery. She is now seeking a great hero for help.
b71dd520d2d763b3	Originally built as granaries to store food supplies for officials and civilians during times of famine, these warehouses have long since fallen into disuse. The garrison troops assigned to guard them have turned traitorous. While supplies still come into the Ever-Normal Granary, nothing ever goes out, leaving the once-bustling storerooms empty and shrouded in mystery.
dfc38d35558eed9f	Underworld Uprising: Part I
6046821aa8449245	Bone Fracture
1d38ddfc2c02a563	Hang tight, sir. I'll be right there!
d5e0cbdbe09af345	A swollen medicinal Sleeping Puppet, once a Mountain Dweller, transformed by the Aureate Pavilion for medicine experiments.
0000000000000000	
0c4dbd4e708731c4	Cancel severing?
19ed1003bf947e3c	$SSo give me leave and ask me no questions—white clouds pass without end.$E Consume all stacks of #JDew#E to provide a large burst of healing to all allies within range. If #JSoulshade Umbrella#E is equipped and the Special Skill #YEchoing Grow#E is not on cooldown, it will be automatically triggered.
71d1c3ab53324604	Interact
517413f4b76bc128	Tian Heng's face darkens, clearly on the verge of losing his temper.
